KPI_Code,KPI_Description,KPI_Note,KPI_Order,UNIT_Code,KPI_Compound,KPI_Ext,KPI_Visible,CreatedAt,ModifiedAt,KPI_Name,KPI_Ext_Source,KPI_Ext_Name,CreatedBy,ModifiedBy
KPI_ReachHI_D_IP,Number of people reached - Immunisation services - Direct - Imputed,Number of people reached - Immunisation services - Direct - Imputed,130972,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.227,2022-03-10T12:03:38.227,Number of people reached - Immunisation services - Direct - Imputed,Imputed data,,system,system
KPI_ReachHI_D_IsDataNotAvailable,ReachHI Is Data Not available checked,,30972,logical,FALSE,FALSE,TRUE,2022-10-17T11:57:26.18,2022-10-17T11:57:26.18,ReachHI Is Data Not available checked,,,initial load,initial load
KPI_ReachHI_D_isDataNotCollected,Number of people reached - Immunisation services - Data collected (1) or no data collected (0) - Applicable if no data provided,,30968,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.77,2022-03-10T12:03:37.77,Number of people reached - Immunisation services - Data collected (1) or no data collected (0) - Applicable if no data provided,,,system,system
KPI_ReachHI_D_M_age_0_5,Number of people reached - Immunisation services - Direct - Male - Age 0 to 5,,30902,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.6,2022-03-10T12:03:37.6,Number of people reached - Immunisation services - Direct - Male - Age 0 to 5,,,system,system
KPI_ReachHI_D_M_age_13_17,Number of people reached - Immunisation services - Direct - Male - Age 13 to 17,,30904,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.613,2022-03-10T12:03:37.613,Number of people reached - Immunisation services - Direct - Male - Age 13 to 17,,,system,system
KPI_ReachHI_D_M_age_18_29,Number of people reached - Immunisation services - Direct - Male - Age 18 to 29,,30905,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.617,2022-03-10T12:03:37.617,Number of people reached - Immunisation services - Direct - Male - Age 18 to 29,,,system,system
KPI_ReachHI_D_M_age_18_49,Number of people reached - Immunisation services - Direct - Male - Age 18 to 49,,30906,number,FALSE,FALSE,FALSE,2022-03-10T12:03:37.617,2022-03-10T12:03:37.617,Number of people reached - Immunisation services - Direct - Male - Age 18 to 49,,,system,system
KPI_ReachHI_D_M_age_30_39,Number of people reached - Immunisation services - Direct - Male - Age 30 to 39,,30907,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.62,2022-03-10T12:03:37.62,Number of people reached - Immunisation services - Direct - Male - Age 30 to 39,,,system,system
KPI_ReachHI_D_M_age_40_49,Number of people reached - Immunisation services - Direct - Male - Age 40 to 49,,30908,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.62,2022-03-10T12:03:37.62,Number of people reached - Immunisation services - Direct - Male - Age 40 to 49,,,system,system
KPI_ReachHI_D_M_age_50_59,Number of people reached - Immunisation services - Direct - Male - Age 50 to 59,,30909,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.623,2022-03-10T12:03:37.623,Number of people reached - Immunisation services - Direct - Male - Age 50 to 59,,,system,system
KPI_ReachHI_D_M_age_6_12,Number of people reached - Immunisation services - Direct - Male - Age 6 to 12,,30903,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.603,2022-03-10T12:03:37.603,Number of people reached - Immunisation services - Direct - Male - Age 6 to 12,,,system,system
KPI_ReachHI_D_M_age_60_69,Number of people reached - Immunisation services - Direct - Male - Age 60 to 69,,30910,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.607,2022-03-10T12:03:37.607,Number of people reached - Immunisation services - Direct - Male - Age 60 to 69,,,system,system
KPI_ReachHI_D_M_age_70_79,Number of people reached - Immunisation services - Direct - Male - Age 70 to 79,,30911,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.61,2022-03-10T12:03:37.61,Number of people reached - Immunisation services - Direct - Male - Age 70 to 79,,,system,system
KPI_ReachHI_D_M_age_80,Number of people reached - Immunisation services - Direct - Male - Age 80+,,30912,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.61,2022-03-10T12:03:37.61,Number of people reached - Immunisation services - Direct - Male - Age 80+,,,system,system
KPI_ReachHI_D_M_age_Other,Number of people reached - Immunisation services - Direct - Male - Age Unknown / Not provided,,30913,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.613,2022-03-10T12:03:37.613,Number of people reached - Immunisation services - Direct - Male - Age Unknown / Not provided,,,system,system
KPI_ReachHI_D_OtherSex_age_0_5,Number of people reached - Immunisation services - Direct - Third Gender - Age 0 to 5,,30926,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.647,2022-03-10T12:03:37.647,Number of people reached - Immunisation services - Direct - Third Gender - Age 0 to 5,,,system,system
KPI_ReachHI_D_OtherSex_age_13_17,Number of people reached - Immunisation services - Direct - Third Gender - Age 13 to 17,,30928,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.67,2022-03-10T12:03:37.67,Number of people reached - Immunisation services - Direct - Third Gender - Age 13 to 17,,,system,system
KPI_ReachHI_D_OtherSex_age_18_29,Number of people reached - Immunisation services - Direct - Third Gender - Age 18 to 29,,30929,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.67,2022-03-10T12:03:37.67,Number of people reached - Immunisation services - Direct - Third Gender - Age 18 to 29,,,system,system
KPI_ReachHI_D_OtherSex_age_30_39,Number of people reached - Immunisation services - Direct - Third Gender - Age 30 to 39,,30930,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.68,2022-03-10T12:03:37.68,Number of people reached - Immunisation services - Direct - Third Gender - Age 30 to 39,,,system,system
KPI_ReachHI_D_OtherSex_age_40_49,Number of people reached - Immunisation services - Direct - Third Gender - Age 40 to 49,,30931,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.687,2022-03-10T12:03:37.687,Number of people reached - Immunisation services - Direct - Third Gender - Age 40 to 49,,,system,system
KPI_ReachHI_D_OtherSex_age_50_59,Number of people reached - Immunisation services - Direct - Third Gender - Age 50 to 59,,30932,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.69,2022-03-10T12:03:37.69,Number of people reached - Immunisation services - Direct - Third Gender - Age 50 to 59,,,system,system
KPI_ReachHI_D_OtherSex_age_6_12,Number of people reached - Immunisation services - Direct - Third Gender - Age 6 to 12,,30927,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.65,2022-03-10T12:03:37.65,Number of people reached - Immunisation services - Direct - Third Gender - Age 6 to 12,,,system,system
KPI_ReachHI_D_OtherSex_age_60_69,Number of people reached - Immunisation services - Direct - Third Gender - Age 60 to 69,,30933,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.65,2022-03-10T12:03:37.65,Number of people reached - Immunisation services - Direct - Third Gender - Age 60 to 69,,,system,system
KPI_ReachHI_D_OtherSex_age_70_79,Number of people reached - Immunisation services - Direct - Third Gender - Age 70 to 79,,30934,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.653,2022-03-10T12:03:37.653,Number of people reached - Immunisation services - Direct - Third Gender - Age 70 to 79,,,system,system
KPI_ReachHI_D_OtherSex_age_80,Number of people reached - Immunisation services - Direct - Third Gender - Age 80+,,30935,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.66,2022-03-10T12:03:37.66,Number of people reached - Immunisation services - Direct - Third Gender - Age 80+,,,system,system
KPI_ReachHI_D_OtherSex_age_Other,Number of people reached - Immunisation services - Direct - Third Gender - Age Unknown / Not provided,,30936,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.663,2022-03-10T12:03:37.663,Number of people reached - Immunisation services - Direct - Third Gender - Age Unknown / Not provided,,,system,system
KPI_ReachHI_D_sex,Number of people reached - Immunisation services - Disaggregated by sex (1) or not (0),,30901,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.597,2022-03-10T12:03:37.597,Number of people reached - Immunisation services - Disaggregated by sex (1) or not (0),,,system,system
KPI_ReachHI_D_Tot,Number of people reached - Immunisation services - Direct,NS Reach - Direct,30965,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.763,0001-01-01T00:00:00,Number of people reached - Immunisation services - Direct,,,system,
KPI_ReachHI_D_Tot_age_0_5,Number of people reached - Immunisation services - Direct - Total - Age 0 to 5,,30949,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.693,2022-03-10T12:03:37.693,Number of people reached - Immunisation services - Direct - Total - Age 0 to 5,,,system,system
KPI_ReachHI_D_Tot_age_13_17,Number of people reached - Immunisation services - Direct - Total - Age 13 to 17,,30951,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.723,2022-03-10T12:03:37.723,Number of people reached - Immunisation services - Direct - Total - Age 13 to 17,,,system,system
KPI_ReachHI_D_Tot_age_18_29,Number of people reached - Immunisation services - Direct - Total - Age 18 to 29,,30952,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.727,2022-03-10T12:03:37.727,Number of people reached - Immunisation services - Direct - Total - Age 18 to 29,,,system,system
KPI_ReachHI_D_Tot_age_18_49,Number of people reached - Immunisation services - Direct - Total - Age 18 to 49,,30953,number,FALSE,FALSE,FALSE,2022-03-10T12:03:37.733,2022-03-10T12:03:37.733,Number of people reached - Immunisation services - Direct - Total - Age 18 to 49,,,system,system
KPI_ReachHI_D_Tot_age_30_39,Number of people reached - Immunisation services - Direct - Total - Age 30 to 39,,30954,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.737,2022-03-10T12:03:37.737,Number of people reached - Immunisation services - Direct - Total - Age 30 to 39,,,system,system
KPI_ReachHI_D_Tot_age_40_49,Number of people reached - Immunisation services - Direct - Total - Age 40 to 49,,30955,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.74,2022-03-10T12:03:37.74,Number of people reached - Immunisation services - Direct - Total - Age 40 to 49,,,system,system
KPI_ReachHI_D_Tot_age_50_59,Number of people reached - Immunisation services - Direct - Total - Age 50 to 59,,30956,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.747,2022-03-10T12:03:37.747,Number of people reached - Immunisation services - Direct - Total - Age 50 to 59,,,system,system
KPI_ReachHI_D_Tot_age_6_12,Number of people reached - Immunisation services - Direct - Total - Age 6 to 12,,30950,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.697,2022-03-10T12:03:37.697,Number of people reached - Immunisation services - Direct - Total - Age 6 to 12,,,system,system
KPI_ReachHI_D_Tot_age_60_69,Number of people reached - Immunisation services - Direct - Total - Age 60 to 69,,30957,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.703,2022-03-10T12:03:37.703,Number of people reached - Immunisation services - Direct - Total - Age 60 to 69,,,system,system
KPI_ReachHI_D_Tot_age_70_79,Number of people reached - Immunisation services - Direct - Total - Age 70 to 79,,30958,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.707,2022-03-10T12:03:37.707,Number of people reached - Immunisation services - Direct - Total - Age 70 to 79,,,system,system
KPI_ReachHI_D_Tot_age_80,Number of people reached - Immunisation services - Direct - Total - Age 80+,,30959,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.713,2022-03-10T12:03:37.713,Number of people reached - Immunisation services - Direct - Total - Age 80+,,,system,system
KPI_ReachHI_D_Tot_age_Other,Number of people reached - Immunisation services - Direct - Total - Age Unknown / Not provided,,30960,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.72,2022-03-10T12:03:37.72,Number of people reached - Immunisation services - Direct - Total - Age Unknown / Not provided,,,system,system
KPI_ReachHI_D_Tot_F,Number of people reached - Immunisation services - Direct - Total Female,,30962,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.76,2022-03-10T12:03:37.76,Number of people reached - Immunisation services - Direct - Total Female,,,system,system
KPI_ReachHI_D_Tot_M,Number of people reached - Immunisation services - Direct - Total Male,,30961,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.75,2022-03-10T12:03:37.75,Number of people reached - Immunisation services - Direct - Total Male,,,system,system
KPI_ReachHI_D_Tot_OtherSex,Number of people reached - Immunisation services - Direct - Total Third Gender,,30963,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.753,2022-03-10T12:03:37.753,Number of people reached - Immunisation services - Direct - Total Third Gender,,,system,system
KPI_ReachHI_D_Tot_UnknownSex,Number of people reached - Immunisation services - Direct - Total Gender Unknown / not provided,,30964,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.753,2022-03-10T12:03:37.753,Number of people reached - Immunisation services - Direct - Total Gender Unknown / not provided,,,system,system
KPI_ReachHI_D_UnknownSex_age_0_5,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 0 to 5,,30937,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.647,2022-03-10T12:03:37.647,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 0 to 5,,,system,system
KPI_ReachHI_D_UnknownSex_age_13_17,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 13 to 17,,30939,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.67,2022-03-10T12:03:37.67,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 13 to 17,,,system,system
KPI_ReachHI_D_UnknownSex_age_18_29,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 18 to 29,,30940,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.67,2022-03-10T12:03:37.67,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 18 to 29,,,system,system
KPI_ReachHI_D_UnknownSex_age_18_49,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 18 to 49,,30941,number,FALSE,FALSE,FALSE,2022-03-10T12:03:37.677,2022-03-10T12:03:37.677,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 18 to 49,,,system,system
KPI_ReachHI_D_UnknownSex_age_30_39,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 30 to 39,,30942,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.68,2022-03-10T12:03:37.68,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 30 to 39,,,system,system
KPI_ReachHI_D_UnknownSex_age_40_49,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 40 to 49,,30943,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.687,2022-03-10T12:03:37.687,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 40 to 49,,,system,system
KPI_ReachHI_D_UnknownSex_age_50_59,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 50 to 59,,30944,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.69,2022-03-10T12:03:37.69,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 50 to 59,,,system,system
KPI_ReachHI_D_UnknownSex_age_6_12,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 6 to 12,,30938,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.65,2022-03-10T12:03:37.65,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 6 to 12,,,system,system
KPI_ReachHI_D_UnknownSex_age_60_69,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 60 to 69,,30945,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.65,2022-03-10T12:03:37.65,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 60 to 69,,,system,system
KPI_ReachHI_D_UnknownSex_age_70_79,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 70 to 79,,30946,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.653,2022-03-10T12:03:37.653,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 70 to 79,,,system,system
KPI_ReachHI_D_UnknownSex_age_80,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 80+,,30947,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.66,2022-03-10T12:03:37.66,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age 80+,,,system,system
KPI_ReachHI_D_UnknownSex_age_Other,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age Unknown / Not provided,,30948,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.663,2022-03-10T12:03:37.663,Number of people reached - Immunisation services - Direct - Gender Unknown / not provided - Age Unknown / Not provided,,,system,system
KPI_ReachHI_D_Validated,Number of people reached - Immunisation services - Data validated,,30971,logical,FALSE,FALSE,FALSE,2022-03-10T12:03:37.773,2022-03-10T12:03:37.773,Number of people reached - Immunisation services - Data validated,,,system,system
KPI_ReachHI_ddd,Number of people reached - Immunisation services - Disaggregated by disability (1) or not (0),,30966,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.767,2022-03-10T12:03:37.767,Number of people reached - Immunisation services - Disaggregated by disability (1) or not (0),,,system,system
KPI_ReachHI_I,Number of people reached - Immunisation services - Indirect,NS Reach - Indirect,30969,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.77,0001-01-01T00:00:00,Number of people reached - Immunisation services - Indirect,,,system,
KPI_ReachHI_I_IP,Number of people reached - Immunisation services - Indirect - Imputed,Number of people reached - Immunisation services - Indirect - Imputed,130973,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.23,2022-03-10T12:03:38.23,Number of people reached - Immunisation services - Indirect - Imputed,Imputed data,,system,system
KPI_ReachHI_wgq,Number of people reached - Immunisation services - Disability disaggregation follows Washington Group Questions (1) or not (0),,30967,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.767,2022-03-10T12:03:37.767,Number of people reached - Immunisation services - Disability disaggregation follows Washington Group Questions (1) or not (0),,,system,system
KPI_ReachHPM_CPD,Number of people reached - Mental health and psychosocial support services - Total,NS Reach - CPD,30870,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.59,0001-01-01T00:00:00,Number of people reached - Mental health and psychosocial support services - Total,,,system,
KPI_ReachHPM_CPD_IP,Number of people reached - MHPSS - Total - Imputed,Number of people reached - MHPSS - Total - Imputed,130874,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.233,0001-01-01T00:00:00,Number of people reached - MHPSS - Total - Imputed,Imputed data,,system,
KPI_ReachHPM_D_age,Number of people reached - Psychosocial and Mental services - Direct - Disaggregated by age (1) or not (0),,30800,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.463,2022-03-10T12:03:37.463,Number of people reached - Psychosocial and Mental services - Direct - Disaggregated by age (1) or not (0),,,system,system
KPI_ReachHPM_D_F_age_0_5,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 0 to 5,,30814,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.493,2022-03-10T12:03:37.493,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 0 to 5,,,system,system
KPI_ReachHPM_D_F_age_13_17,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 13 to 17,,30816,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.5,2022-03-10T12:03:37.5,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 13 to 17,,,system,system
KPI_ReachHPM_D_F_age_18_29,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 18 to 29,,30817,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.5,2022-03-10T12:03:37.5,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 18 to 29,,,system,system
KPI_ReachHPM_D_F_age_18_49,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 18 to 49,,30818,number,FALSE,FALSE,FALSE,2022-03-10T12:03:37.503,2022-03-10T12:03:37.503,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 18 to 49,,,system,system
KPI_ReachHPM_D_F_age_30_39,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 30 to 39,,30819,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.507,2022-03-10T12:03:37.507,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 30 to 39,,,system,system
KPI_ReachHPM_D_F_age_40_49,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 40 to 49,,30820,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.51,2022-03-10T12:03:37.51,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 40 to 49,,,system,system
KPI_ReachHPM_D_F_age_50_59,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 50 to 59,,30821,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.517,2022-03-10T12:03:37.517,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 50 to 59,,,system,system
KPI_ReachHPM_D_F_age_6_12,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 6 to 12,,30815,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.493,2022-03-10T12:03:37.493,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 6 to 12,,,system,system
KPI_ReachHPM_D_F_age_60_69,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 60 to 69,,30822,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.517,2022-03-10T12:03:37.517,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 60 to 69,,,system,system
KPI_ReachHPM_D_F_age_70_79,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 70 to 79,,30823,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.52,2022-03-10T12:03:37.52,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 70 to 79,,,system,system
KPI_ReachHPM_D_F_age_80,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 80+,,30824,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.52,2022-03-10T12:03:37.52,Number of people reached - Psychosocial and Mental services - Direct - Female - Age 80+,,,system,system
KPI_ReachHPM_D_F_age_Other,Number of people reached - Psychosocial and Mental services - Direct - Female - Age Unknown / Not provided,,30825,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.523,2022-03-10T12:03:37.523,Number of people reached - Psychosocial and Mental services - Direct - Female - Age Unknown / Not provided,,,system,system
KPI_ReachHPM_D_IP,Number of people reached - MHPSS - Indirect - Imputed,Number of people reached - MHPSS - Indirect - Imputed,130872,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.23,2022-03-10T12:03:38.23,Number of people reached - Psychosocial and Mental services - Direct - Imputed,Imputed data,,system,system
KPI_ReachHPM_D_IsDataNotAvailable,ReachHPM Is Data Not available checked,,30872,logical,FALSE,FALSE,TRUE,2022-10-17T11:57:26.18,2022-10-17T11:57:26.18,ReachHPM Is Data Not available checked,,,initial load,initial load
KPI_ReachHPM_D_isDataNotCollected,Number of people reached - Mental health and psychosocial support services -Data collected (1) or no data collected (0) - Applicable if no data provided,,30868,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.59,2022-03-10T12:03:37.59,Number of people reached - Psychosocial and Mental services - Data collected (1) or no data collected (0) - Applicable if no data provided,,,system,system
KPI_ReachHPM_D_M_age_0_5,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 0 to 5,,30802,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.473,2022-03-10T12:03:37.473,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 0 to 5,,,system,system
KPI_ReachHPM_D_M_age_13_17,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 13 to 17,,30804,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.483,2022-03-10T12:03:37.483,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 13 to 17,,,system,system
KPI_ReachHPM_D_M_age_18_29,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 18 to 29,,30805,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.483,2022-03-10T12:03:37.483,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 18 to 29,,,system,system
KPI_ReachHPM_D_M_age_18_49,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 18 to 49,,30806,number,FALSE,FALSE,FALSE,2022-03-10T12:03:37.487,2022-03-10T12:03:37.487,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 18 to 49,,,system,system
KPI_ReachHPM_D_M_age_30_39,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 30 to 39,,30807,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.487,2022-03-10T12:03:37.487,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 30 to 39,,,system,system
KPI_ReachHPM_D_M_age_40_49,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 40 to 49,,30808,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.49,2022-03-10T12:03:37.49,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 40 to 49,,,system,system
KPI_ReachHPM_D_M_age_50_59,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 50 to 59,,30809,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.49,2022-03-10T12:03:37.49,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 50 to 59,,,system,system
KPI_ReachHPM_D_M_age_6_12,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 6 to 12,,30803,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.477,2022-03-10T12:03:37.477,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 6 to 12,,,system,system
KPI_ReachHPM_D_M_age_60_69,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 60 to 69,,30810,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.477,2022-03-10T12:03:37.477,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 60 to 69,,,system,system
KPI_ReachHPM_D_M_age_70_79,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 70 to 79,,30811,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.48,2022-03-10T12:03:37.48,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 70 to 79,,,system,system
KPI_ReachHPM_D_M_age_80,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 80+,,30812,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.48,2022-03-10T12:03:37.48,Number of people reached - Psychosocial and Mental services - Direct - Male - Age 80+,,,system,system
KPI_ReachHPM_D_M_age_Other,Number of people reached - Psychosocial and Mental services - Direct - Male - Age Unknown / Not provided,,30813,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.48,2022-03-10T12:03:37.48,Number of people reached - Psychosocial and Mental services - Direct - Male - Age Unknown / Not provided,,,system,system
KPI_ReachHPM_D_OtherSex_age_0_5,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 0 to 5,,30826,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.523,2022-03-10T12:03:37.523,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 0 to 5,,,system,system
KPI_ReachHPM_D_OtherSex_age_13_17,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 13 to 17,,30828,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.54,2022-03-10T12:03:37.54,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 13 to 17,,,system,system
KPI_ReachHPM_D_OtherSex_age_18_29,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 18 to 29,,30829,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.54,2022-03-10T12:03:37.54,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 18 to 29,,,system,system
KPI_ReachHPM_D_OtherSex_age_30_39,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 30 to 39,,30830,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.547,2022-03-10T12:03:37.547,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 30 to 39,,,system,system
KPI_ReachHPM_D_OtherSex_age_40_49,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 40 to 49,,30831,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.547,2022-03-10T12:03:37.547,Number of people reached - Psychosocial and Mental services - Direct - Third Gender - Age 40 to 49,,,system,system
